feature,p-value,NC-mean,AD-mean,NC-std,AD-std,
log-sigma-5-0-mm-3D_glcm_DifferenceVariance,0.00000000334117024533 ,0.07979782071111110000 ,0.09415760018421050000 ,0.00798023624910526000 ,0.01163372559076190000 ,
log-sigma-5-0-mm-3D_glcm_Id,0.00000000344566804133 ,0.95579028273333300000 ,0.94639081363157900000 ,0.00496558298530419000 ,0.00782990648018865000 ,
log-sigma-5-0-mm-3D_glcm_Idm,0.00000000344566804133 ,0.95579028273333300000 ,0.94639081363157900000 ,0.00496558298530419000 ,0.00782990648018865000 ,
log-sigma-5-0-mm-3D_glcm_Idmn,0.00000000344567018789 ,0.98231611300000000000 ,0.97855632544736800000 ,0.00198623318131577000 ,0.00313196259237625000 ,
log-sigma-5-0-mm-3D_glcm_Idn,0.00000000344566862238 ,0.97052685504444400000 ,0.96426054242105200000 ,0.00331038872230481000 ,0.00521993751199173000 ,
log-sigma-5-0-mm-3D_glcm_Imc1,0.00000000461912609367 ,-0.55545180535555500000 ,-0.50491245289473600000 ,0.02737742727950570000 ,0.04221896238179650000 ,
log-sigma-5-0-mm-3D_glcm_InverseVariance,0.00000000344566914573 ,0.08841943475555550000 ,0.10721837273684200000 ,0.00993116613408382000 ,0.01565981281836040000 ,
log-sigma-5-0-mm-3D_glcm_MCC,0.00000002424051869203 ,0.80746254153333300000 ,0.77279994465789400000 ,0.01821354907042970000 ,0.03199054333409610000 ,
log-sigma-5-0-mm-3D_gldm_DependenceEntropy,0.00000007340216351395 ,5.06260861760000000000 ,5.18251716873684000000 ,0.10100605499933900000 ,0.07970705363043030000 ,
log-sigma-5-0-mm-3D_gldm_DependenceNonUniformity,0.00000000000296224329 ,437.45191357777700000000 ,299.92743769000000000000 ,69.36868891832040000000 ,83.35721968465920000000 ,
log-sigma-5-0-mm-3D_gldm_DependenceNonUniformityNormalized,0.00000000000176627822 ,0.06950369642222220000 ,0.05969825886842100000 ,0.00573482513325599000 ,0.00485324991054417000 ,
log-sigma-5-0-mm-3D_gldm_GrayLevelNonUniformity,0.00000000012155380687 ,3354.56038915555000000000 ,2582.16979151842000000000 ,391.88700128959300000000 ,557.62937306488800000000 ,
log-sigma-5-0-mm-3D_gldm_LargeDependenceEmphasis,0.00000000030874045649 ,424.59829146444400000000 ,391.21347130000000000000 ,13.66379704308870000000 ,27.46555271260600000000 ,
log-sigma-5-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,0.00000234067476706974 ,1237.90108204444000000000 ,1068.59014301052000000000 ,139.15773274463500000000 ,164.33669156175300000000 ,
log-sigma-5-0-mm-3D_gldm_SmallDependenceEmphasis,0.00000044903018388779 ,0.00393398948888888000 ,0.00436375852631579000 ,0.00027983334517543400 ,0.00042808724503519500 ,
log-sigma-5-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,0.00000114503196206785 ,0.00225316315555555000 ,0.00258476952631578000 ,0.00024599770347791200 ,0.00032743741447428900 ,
